cik|parent_cik|name|ticker|rptOwnerName|rptOwnerCik|isDirector|isOfficer|isTenPercentOwner|isOther|officerTitle|security_title|transaction_date|form_type|code|equity_swap|shares|acquired_disposed_code|shares_owned_following_transaction|direct_or_indirect_ownership|form4_link|open|high|low|close|adj_close|volume|daily_return|percent_change|range|average_price|shares_value_usd
0001682852|1682852|Moderna, Inc.|MRNA|Andres Juan|0001760670||1|||See remarks|Stock Option (Right to Buy)|2021-08-11|4|M|0|5000|D|364822|D|https://www.sec.gov/Archives/edgar/data/1682852/000112760221023655/form4.xml|443.57|453.73|372.0|385.33|385.33|53882200.0|-0.13|-13.13|81.73|412.87|2064325.03
0001682852|1682852|Moderna, Inc.|MRNA|Andres Juan|0001760670||1|||See remarks|Stock Option (Right to Buy)|2021-08-11|4|M|0|5000|D|364822|D|https://www.sec.gov/Archives/edgar/data/1682852/000112760221023655/form4.xml|443.57|453.73|372.0|385.33|385.33|53882200.0|-0.13|-13.13|81.73|412.87|2064325.03
0001682852|1682852|Moderna, Inc.|MRNA|Berenson Stephen|0001760671|1|||||Stock Option (Right to Buy)|2020-04-29|4|A|0|18270|A|18270|D|https://www.sec.gov/Archives/edgar/data/1682852/000112760220014900/form4.xml|46.6|46.95|45.01|46.37|46.37|11762000.0|-0.0|-0.49|1.94|45.98|840054.59
0001682852|1682852|Moderna, Inc.|MRNA|Berenson Stephen|0001760671|1|||||Stock Option (Right to Buy)|2020-04-29|4|A|0|18270|A|18270|D|https://www.sec.gov/Archives/edgar/data/1682852/000112760220014900/form4.xml|46.6|46.95|45.01|46.37|46.37|11762000.0|-0.0|-0.49|1.94|45.98|840054.59
0001682852|1682852|Moderna, Inc.|MRNA|Andres Juan|0001760670||1|||See remarks|Stock Option (Right to Buy)|2022-04-20|4|M|0|2000|D|4629|D|https://www.sec.gov/Archives/edgar/data/1682852/000112760222012410/form4.xml|152.97|153.67|146.56|150.12|150.12|3925600.0|-0.02|-1.86|7.11|150.11|300230.0
0001682852|1682852|Moderna, Inc.|MRNA|Andres Juan|0001760670||1|||See remarks|Stock Option (Right to Buy)|2022-04-20|4|M|0|2000|D|4629|D|https://www.sec.gov/Archives/edgar/data/1682852/000112760222012410/form4.xml|152.97|153.67|146.56|150.12|150.12|3925600.0|-0.02|-1.86|7.11|150.11|300230.0
0001682852|1682852|Moderna, Inc.|MRNA|Andres Juan|0001760670||1|||See remarks|Stock Option (Right to Buy)|2021-06-30|4|M|0|5000|D|464822|D|https://www.sec.gov/Archives/edgar/data/1682852/000112760221021264/form4.xml|237.98|245.7|232.41|234.98|234.98|9319100.0|-0.01|-1.26|13.29|239.06|1195275.0
0001682852|1682852|Moderna, Inc.|MRNA|Andres Juan|0001760670||1|||See remarks|Stock Option (Right to Buy)|2021-06-30|4|M|0|5000|D|464822|D|https://www.sec.gov/Archives/edgar/data/1682852/000112760221021264/form4.xml|237.98|245.7|232.41|234.98|234.98|9319100.0|-0.01|-1.26|13.29|239.06|1195275.0
0001682852|1682852|Moderna, Inc.|MRNA|HENDERSON LORI M.|0001221127||1|||General Counsel and Secretary|Stock Option (Right to Buy)|2020-10-21|4|M|0|32000|D|367522|D|https://www.sec.gov/Archives/edgar/data/1682852/000112760220027459/form4.xml|71.57|71.58|68.06|68.37|68.37|4614800.0|-0.04|-4.47|3.52|69.82|2234208.01
0001682852|1682852|Moderna, Inc.|MRNA|HENDERSON LORI M.|0001221127||1|||General Counsel and Secretary|Stock Option (Right to Buy)|2020-10-21|4|M|0|32000|D|367522|D|https://www.sec.gov/Archives/edgar/data/1682852/000112760220027459/form4.xml|71.57|71.58|68.06|68.37|68.37|4614800.0|-0.04|-4.47|3.52|69.82|2234208.01
