cik|parent_cik|name|ticker|rptOwnerName|rptOwnerCik|isDirector|isOfficer|isTenPercentOwner|isOther|officerTitle|security_title|transaction_date|form_type|code|equity_swap|shares|acquired_disposed_code|shares_owned_following_transaction|direct_or_indirect_ownership|form4_link|open|high|low|close|adj_close|volume|daily_return|percent_change|range|average_price|shares_value_usd
0001652044|1652044|Alphabet Inc.|GOOG|Brin Sergey|0001295032|1|0|1|0||Class B Common Stock|2021-09-08|4|S|0|13889|D|18947421|D|https://www.sec.gov/Archives/edgar/data/1652044/000120919121055413/doc4.xml|145.39|145.55|144.2|144.88|144.88|15486000.0|-0.0|-0.35|1.35|144.88|2012175.76
0001652044|1652044|Alphabet Inc.|GOOG|Brin Sergey|0001295032|1|0|1|0||Class B Common Stock|2021-09-08|4|S|0|13889|D|18947421|D|https://www.sec.gov/Archives/edgar/data/1652044/000120919121055413/doc4.xml|145.39|145.55|144.2|144.88|144.88|15486000.0|-0.0|-0.35|1.35|144.88|2012175.76
0001652044|1652044|Alphabet Inc.|GOOG|Page Lawrence|0001295231|1|0|1|0||Class B Common Stock|2021-11-16|4|C|0|13889|D|19660891|D|https://www.sec.gov/Archives/edgar/data/1652044/000120919121065334/doc4.xml|149.17|149.83|148.35|149.08|149.08|17254000.0|-0.0|-0.06|1.48|149.09|2070728.44
0001652044|1652044|Alphabet Inc.|GOOG|Page Lawrence|0001295231|1|0|1|0||Class B Common Stock|2021-11-16|4|C|0|13889|D|19660891|D|https://www.sec.gov/Archives/edgar/data/1652044/000120919121065334/doc4.xml|149.17|149.83|148.35|149.08|149.08|17254000.0|-0.0|-0.06|1.48|149.09|2070728.44
0001652044|1652044|Alphabet Inc.|GOOG|SCHMIDT ERIC E|0001242463|1|0|0|0||Class B Common Stock|2018-10-31|4|C|0|178700|D|390674|I|https://www.sec.gov/Archives/edgar/data/1652044/000120919118056871/doc4.xml|52.99|54.6|52.85|53.84|53.84|50596000.0|0.02|1.6|1.75|53.72|9600389.32
0001652044|1652044|Alphabet Inc.|GOOG|SCHMIDT ERIC E|0001242463|1|0|0|0||Class B Common Stock|2018-10-31|4|C|0|178700|D|390674|I|https://www.sec.gov/Archives/edgar/data/1652044/000120919118056871/doc4.xml|52.99|54.6|52.85|53.84|53.84|50596000.0|0.02|1.6|1.75|53.72|9600389.32
0001652044|1652044|Alphabet Inc.|GOOG|Brin Sergey|0001295032|1|1|1||President|Class B Common Stock|2016-06-30|4|C|0|16666|D|20108974|D|https://www.sec.gov/Archives/edgar/data/1652044/000112760216056819/form4.xml|34.27|34.62|34.18|34.6|34.6|31954000.0|0.01|0.97|0.43|34.4|573297.9
0001652044|1652044|Alphabet Inc.|GOOG|Brin Sergey|0001295032|1|1|1||President|Class B Common Stock|2016-06-30|4|C|0|16666|D|20108974|D|https://www.sec.gov/Archives/edgar/data/1652044/000112760216056819/form4.xml|34.27|34.62|34.18|34.6|34.6|31954000.0|0.01|0.97|0.43|34.4|573297.9
0001652044|1652044|Alphabet Inc.|GOOG|SCHMIDT ERIC E|0001242463|1|1|||Executive Chairman of Board|Class B Common Stock|2016-12-27|4|C|0|13451|D|134731|I|https://www.sec.gov/Archives/edgar/data/1652044/000112760216070954/form4.xml|39.53|39.89|39.38|39.58|39.58|15782000.0|0.0|0.11|0.51|39.64|533169.74
0001652044|1652044|Alphabet Inc.|GOOG|SCHMIDT ERIC E|0001242463|1|1|||Executive Chairman of Board|Class B Common Stock|2016-12-27|4|C|0|16113|D|599723|I|https://www.sec.gov/Archives/edgar/data/1652044/000112760216070954/form4.xml|39.53|39.89|39.38|39.58|39.58|15782000.0|0.0|0.11|0.51|39.64|638685.9
0001652044|1652044|Alphabet Inc.|GOOG|SCHMIDT ERIC E|0001242463|1|1|||Executive Chairman of Board|Class B Common Stock|2016-12-27|4|C|0|13451|D|134731|I|https://www.sec.gov/Archives/edgar/data/1652044/000112760216070954/form4.xml|39.53|39.89|39.38|39.58|39.58|15782000.0|0.0|0.11|0.51|39.64|533169.74
0001652044|1652044|Alphabet Inc.|GOOG|SCHMIDT ERIC E|0001242463|1|1|||Executive Chairman of Board|Class B Common Stock|2016-12-27|4|C|0|16113|D|599723|I|https://www.sec.gov/Archives/edgar/data/1652044/000112760216070954/form4.xml|39.53|39.89|39.38|39.58|39.58|15782000.0|0.0|0.11|0.51|39.64|638685.9
